species_id,name,taxa,scientificname,species_url,commonname,redlist,family,family_common,taxonomic_level,sequenceid,genus,created_at
5b22d370-aab0-4de9-aa3b-fc54cfa97f0b,Cacicus cela,birds,Cacicus cela,NULL,Yellow-Rumped Cacique,NULL,Icteridae,American Blackbirds,species,NULL,Cacicus,2024-01-31 16:46:00.692574+00
7da28ece-4a24-4363-8131-30d34ebaab64,Anhima,birds,,NULL,,NULL,Anhimidae,Screamers,genus,NULL,Anhima,2024-01-31 16:46:00.000045+00
ec3b9654-f564-4260-9d33-70f29e3c2bf3,Chaetura,birds,,,,,Apodidae,Swifts,genus,385,Chaetura,2024-01-24 17:18:54.447684+00
ac9ea81c-d97b-4ca2-8b4d-7245b068f536,Cotinga cayana,birds,Cotinga cayana,NULL,Spangled Cotinga,NULL,Cotingidae,Cotingas,species,NULL,Cotinga,2024-01-31 16:46:00.000045+00
9fc9f8ee-1167-4693-a1e8-35dc213901c3,Thraupis episcopus,birds,Thraupis episcopus,NULL,Blue-Grey Tanager,NULL,Thraupidae,Tanagers,species,NULL,Thraupis,2024-01-31 16:46:00.000045+00
b1ffedb7-e04a-42af-8b1c-31732e2e3957,Topaza pyra,birds,Topaza pyra,NULL,Fiery Topaz,NULL,Trochilidae,Hummingbirds,species,NULL,Topaza,2024-01-31 16:46:00.000045+00
fde16178-9ea2-4b64-b67d-bcb2dfb9f549,Bubulcus ibis,birds,Bubulcus ibis,https://lh3.googleusercontent.com/-Nqr_7heykqSRKS4Uc2PJVMu5nVHITbWU9u9xzf2PKYQWaq4XataSnbofAIM8QR3tzASX3VUqIabopUskHVgyK7g,Cattle Egret,LC,Ardeidae,Egrets And Herons,species,150,Bubulcus,2024-01-24 17:18:54.447684+00
c9809617-86de-41a1-b0ed-ed1c4b1ccc3e,Cypseloides,birds,,NULL,,NULL,Apodidae,Swifts,genus,NULL,Cypseloides,2024-01-31 16:46:00.000045+00
b0c54f9e-0a37-4c68-9ed9-f6a2f6f365d8,Rynchops,birds,,,,,Laridae,Gulls And Terns,genus,320,Rynchops,2024-01-24 17:18:54.447684+00
8e57fff3-0d51-496e-96c2-bd8368b6b1cb,Caracara,birds,,NULL,,NULL,Falconidae,Falcons,genus,NULL,Caracara,2024-01-31 16:46:00.000045+00
dd779d71-a6fb-49d0-b2c8-25a1be7af604,Querula purpurata,birds,Querula purpurata,NULL,Purple-Throated Fruitcrow,NULL,Cotingidae,Cotingas,species,NULL,Querula,2024-01-31 16:46:00.000045+00
bdd92a58-cae6-4c5d-bb4a-c947a5b4160d,Cuculidae,birds,,,,,Cuculidae,Cuckoos ,family,345,,2024-01-24 17:18:54.447684+00
93341a88-b6f0-484c-8caf-8fd5a78e85a0,Zimmerius acer,birds,Zimmerius acer,NULL,Guianan Tyrannulet,NULL,Tyrannidae,Tyrant Flycatchers,species,NULL,Zimmerius,2024-01-31 16:46:00.000045+00
0a344740-73c4-42cd-8cd1-ed7218665a62,Tachybaptus,birds,,,,,Podicipedidae,Grebes ,genus,77,Tachybaptus,2024-01-24 17:18:54.447684+00
2c47ad41-c9da-4d32-9cfc-b78694877bd4,Platyrinchus platyrhynchos,birds,Platyrinchus platyrhynchos,NULL,White-Crested Spadebill,NULL,Tyrannidae,Tyrant Flycatchers,species,NULL,Platyrinchus,2024-01-31 16:46:00.000045+00
